Mean value Kinetic Energy = 2.976 +/- 0.023
Mean value Potential Energy = -4.897 +/- 0.005
Mean value Total Energy = -1.920 +/- 0.026
Mean value Temperature = 240.583 +/- 1.866
Mean value Pressure = 86809765.279 +/- 1829297.228
