Mean value Kinetic Energy = 3.747 +/- 0.006
Mean value Potential Energy = 0.020 +/- 0.000
Mean value Total Energy = 3.767 +/- 0.006
Mean value Temperature = 301.873 +/- 0.466
Mean value Pressure = 36062932.459 +/- 60208.430
